"CountryOfAsylum","nationality","ethnicity","intentionmove","TotalAdult","TotalMinor","AppliedRefugee","documentation_id","Childinschool","Childvirtualed","Childwhynotschool_nodocs","Childwhynotschool_nomoney","Childwhynotschool_failedschool","Childwhynotschool_childwork","Childwhynotschool_fearschool","Childwhynotschool_disease","Childwhynotschool_disability","Childwhynotschool_helphome","Childwhynotschool_familynot","Childwhynotschool_noschools","Childwhynotschool_nointerest","Childwhynotschool_pregnancy","Childwhynotschool_nospot","Childwhynotschool_notransport","Childwhynotschool_discrimnation","Childwhynotschool_discrimethnic","Childwhynotschool_finished","Childwhynotschool_recentlyarrive","Childwhynotschool_intransit","Childwhynotschool_noinfo","Childwhynotschool_toolate","disabilityacc_disabilityserv","medicalReceived","RiskYes","RiskReturn_medical","RiskStay_medical","whynotMedical_nomoney","whynotMedical_noinsurance","whynotMedical_noID","whynotMedical_noinfo","whynotMedical_feararrested","whynotMedical_distance","whynotMedical_notavailable","whynotMedical_denied","Year"
"CostaRica","venezuela",NA,"dontknow",3,3,"no",1,"yes","yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Agree","StronglyAgree",1,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"stay",1,0,"no",1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Agree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,3,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",3,5,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,3,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"stay",2,2,"yes",1,"yes","no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","StronglyAgree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"stay",1,0,"yes",1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"StronglyAgree","StronglyAgree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,2,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"stay",2,2,"yes",1,"yes","no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","StronglyAgree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,4,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"stay",4,3,"yes",0,"yes","yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","StronglyDisagree",0,0,0,0,1,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"dontknow",2,1,"yes",1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Agree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","other",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"stay",2,0,"yes",1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Disagree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"stay",1,2,"yes",1,"yes","no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"StronglyAgree","StronglyAgree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"stay",2,3,"yes",1,"yes","dontknow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"StronglyAgree","StronglyAgree",1,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"relocate",3,0,"yes",1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Agree","Agree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,3,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",3,2,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,2,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"stay",1,0,"yes",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Agree",0,0,0,1,0,0,0,0,0,0,2021
"CostaRica","",NA,"",4,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",3,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,2,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"stay",NA,NA,"yes",1,"yes","no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","StronglyAgree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"stay",3,1,"yes",0,"yes","no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"StronglyAgree","StronglyAgree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,2,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"stay",2,2,"yes",0,"yes","no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","StronglyDisagree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"stay",1,0,"yes",1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","StronglyAgree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"stay",2,2,"yes",1,"yes","no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"StronglyAgree","StronglyAgree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","other",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"stay",4,0,"yes",1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"StronglyAgree","Agree",1,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"stay",2,1,"yes",1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Agree","Agree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","other",NA,"stay",1,1,"yes",1,"yes","no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Agree","Undecided",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"dontknow",2,2,"yes",0,"dontknow","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Agree","StronglyAgree",1,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"stay",2,1,"yes",1,"yes","yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Agree","Agree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"stay",1,0,"yes",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Undecided",0,0,0,1,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,2,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,2,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"stay",2,2,"yes",1,"no","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","StronglyAgree",0,0,0,1,1,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"stay",4,2,"yes",1,"yes","no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"StronglyAgree","StronglyAgree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",3,2,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"stay",2,2,"yes",1,"yes","yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Agree","Agree",1,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"relocate",1,0,"yes",1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Agree","Agree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","other",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"",1,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"stay",3,1,"yes",1,"yes","yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"StronglyAgree","StronglyAgree",1,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"stay",3,2,"yes",1,"yes","no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Agree","Undecided",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"dontknow",2,0,"yes",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","StronglyAgree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","other",NA,"relocate",1,2,"yes",1,"yes","yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"StronglyAgree","StronglyAgree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"dontknow",2,1,"yes",1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","StronglyAgree",0,0,1,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,3,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"stay",2,0,"yes",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","StronglyAgree",0,0,0,1,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"dontknow",1,1,"yes",0,"yes","no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","StronglyAgree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","other",NA,"",3,1,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"stay",0,1,"yes",1,"no","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","Disagree",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"stay",1,0,"yes",1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Agree",1,0,0,0,0,0,0,0,0,0,2021
"CostaRica","other",NA,"",1,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",1,2,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"stay",3,0,"yes",1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Disagree","StronglyAgree",0,0,1,1,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,2,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","nicaragua",NA,"",2,0,"",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,2021
"CostaRica","venezuela",NA,"dontknow",4,0,"yes",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","StronglyAgree",0,0,1,0,0,0,0,0,0,0,2021
