"CountryofAsylum","nationality","ethnicity","intentionmove","TotalAdult","TotalMinor","AppliedRefugee","documentation_id","Childinschool","Childvirtualed","Childwhynotschool_nodocs","Childwhynotschool_nomoney","Childwhynotschool_failedschool","Childwhynotschool_childwork","Childwhynotschool_fearschool","Childwhynotschool_disease","Childwhynotschool_disability","Childwhynotschool_helphome","Childwhynotschool_familynot","Childwhynotschool_noschools","Childwhynotschool_nointerest","Childwhynotschool_pregnancy","Childwhynotschool_nospot","Childwhynotschool_notransport","Childwhynotschool_discrimnation","Childwhynotschool_discrimethnic","Childwhynotschool_finished","Childwhynotschool_recentlyarrive","Childwhynotschool_intransit","Childwhynotschool_noinfo","Childwhynotschool_toolate","Childwhynotschool_nolanguage","disabilityacc_disabilityserv","medicalReceived","RiskYes","RiskReturn_medical","RiskStay_medical","whynotMedical_nomoney","whynotMedical_noinsurance","whynotMedical_noID","whynotMedical_noinfo","whynotMedical_feararrested","whynotMedical_distance","whynotMedical_notavailable","whynotMedical_denied","Year"
"Guatemala","salvador",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","nicaragua",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,2,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","honduras",NA,NA,2,2,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,1,0,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,2,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","nicaragua",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","honduras",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,3,3,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,2,2,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,3,2,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,2,2,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,NA,NA,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","nicaragua",NA,NA,1,0,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Agree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,2,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disagree","StronglyAgree",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,1,0,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","honduras",NA,NA,2,1,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","honduras",NA,NA,1,1,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyDisagree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,2,1,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","nicaragua",NA,NA,2,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","honduras",NA,NA,1,0,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","nicaragua",NA,NA,2,0,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,1,2,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","venezuela",NA,NA,2,0,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","honduras",NA,NA,1,1,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","venezuela",NA,NA,4,3,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,2,4,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","honduras",NA,NA,2,0,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disagree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","honduras",NA,NA,1,3,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","nicaragua",NA,NA,1,0,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,2,1,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Undecided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,NA,NA,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,2,3,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","honduras",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","honduras",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,2,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","honduras",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,2,2,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,2,2,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","cuba",NA,NA,1,0,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,2,2,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","honduras",NA,NA,1,3,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,2,1,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,1,0,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,NA,NA,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undecided","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","nicaragua",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","honduras",NA,NA,NA,NA,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,2,2,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","honduras",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,2,2,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,1,0,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","",NA,NA,2,2,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyDisagree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,2,3,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","nicaragua",NA,NA,2,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","venezuela",NA,NA,3,0,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","venezuela",NA,NA,2,2,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undecided","StronglyAgree",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","nicaragua",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","venezuela",NA,NA,2,0,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","honduras",NA,NA,1,0,"yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StronglyAgree","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","salvador",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Guatemala","honduras",NA,NA,1,0,"yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","StronglyAgree",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
