Year,Quarter,CountryOfAsylum,nationality,intentionmove,TotalAdult,TotalMinor,AppliedRefugee,Childinschool,Childvirtualed,medicalReceived,RiskYes,RiskReturn_medical
2021,Q3,Colombia,venezuela,stay,3,2,no,yes,no,Disagree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,5,no,no,no,Agree,Undecided,0
2021,Q3,Colombia,venezuela,stay,2,2,yes,yes,yes,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,relocate,3,2,yes,no,no,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,4,0,yes,Not Applicable,Not Applicable,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,1,2,no,yes,no,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,4,2,no,no,no,StronglyAgree,StronglyDisagree,0
2021,Q3,Colombia,venezuela,stay,4,3,yes,yes,no,StronglyAgree,Agree,1
2021,Q3,Colombia,venezuela,stay,1,1,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,3,yes,yes,yes,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,2,3,no,yes,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,1,1,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,3,no,no,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,dontknow,5,1,no,yes,no,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,yes,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,2,4,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,Unknown,2,1,Unknown,yes,no,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,1,1,no,yes,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,5,yes,yes,no,Undecided,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,2,3,yes,yes,Nainpersonclasses,StronglyAgree,Agree,1
2021,Q3,Colombia,venezuela,stay,4,4,no,yes,Nainpersonclasses,Agree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Agree,StronglyDisagree,0
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,no,StronglyDisagree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,1,1,yes,yes,yes,StronglyAgree,StronglyAgree,1
2021,Q3,Colombia,venezuela,relocate,1,2,no,yes,no,StronglyAgree,StronglyDisagree,0
2021,Q3,Colombia,venezuela,dontknow,3,3,yes,yes,no,Agree,Undecided,0
2021,Q3,Colombia,venezuela,stay,4,3,no,no,no,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,1,2,yes,yes,no,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,yes,Agree,Undecided,0
2021,Q3,Colombia,venezuela,stay,2,3,no,yes,Nainpersonclasses,Agree,Agree,1
2021,Q3,Colombia,venezuela,dontknow,1,2,no,no,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,3,2,no,yes,yes,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,1,yes,yes,no,Undecided,StronglyDisagree,0
2021,Q3,Colombia,venezuela,stay,3,1,no,no,no,Agree,Undecided,0
2021,Q3,Colombia,venezuela,stay,2,3,no,yes,no,Agree,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,1,2,yes,yes,yes,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,3,2,no,yes,Nainpersonclasses,Disagree,Agree,1
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,yes,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,3,no,yes,no,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,1,3,no,yes,no,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,2,2,yes,yes,Nainpersonclasses,Disagree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,2,4,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,3,1,yes,yes,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,1,0,yes,Not Applicable,Not Applicable,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,1,3,no,yes,Nainpersonclasses,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,6,4,yes,yes,yes,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,2,2,yes,yes,yes,StronglyAgree,Agree,0
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,1,2,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,3,yes,yes,no,StronglyAgree,Agree,1
2021,Q3,Colombia,venezuela,stay,5,0,yes,Not Applicable,Not Applicable,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,1,1,yes,yes,no,StronglyAgree,StronglyAgree,1
2021,Q3,Colombia,venezuela,dontknow,3,3,no,no,no,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,1,2,no,yes,no,Undecided,StronglyDisagree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,no,no,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,2,2,yes,yes,no,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,1,yes,yes,yes,StronglyAgree,Agree,0
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Undecided,Agree,0
2021,Q3,Colombia,venezuela,dontknow,3,3,yes,yes,no,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,2,0,yes,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,3,1,yes,yes,yes,StronglyAgree,Agree,1
2021,Q3,Colombia,venezuela,stay,1,2,no,yes,yes,StronglyAgree,StronglyDisagree,0
2021,Q3,Colombia,venezuela,stay,4,0,no,Not Applicable,Not Applicable,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,relocate,3,0,yes,Not Applicable,Not Applicable,Undecided,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,2,3,no,no,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,3,yes,yes,yes,Agree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,2,4,no,yes,no,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Undecided,StronglyDisagree,0
2021,Q3,Colombia,venezuela,stay,2,0,no,Not Applicable,Not Applicable,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,3,yes,yes,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Agree,Agree,0
2021,Q3,Colombia,venezuela,dontknow,1,0,no,Not Applicable,Not Applicable,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,yes,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,2,2,yes,no,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,1,1,no,yes,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,dontknow,1,0,yes,Not Applicable,Not Applicable,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,2,3,yes,yes,no,StronglyAgree,StronglyAgree,1
2021,Q3,Colombia,venezuela,dontknow,2,1,yes,yes,yes,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,1,2,no,yes,no,Disagree,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,1,2,yes,no,no,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,2,0,yes,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,3,5,yes,yes,yes,StronglyAgree,Agree,0
2021,Q3,Colombia,venezuela,stay,4,0,no,Not Applicable,Not Applicable,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,1,no,no,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,3,no,yes,no,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,2,2,yes,yes,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,3,1,no,yes,no,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,yes,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,2,3,yes,yes,no,Disagree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Undecided,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,yes,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,3,2,yes,yes,yes,StronglyAgree,Agree,1
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,StronglyAgree,Agree,1
2021,Q3,Colombia,venezuela,stay,4,3,no,yes,Nainpersonclasses,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,no,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,2,0,no,Not Applicable,Not Applicable,Undecided,Agree,0
2021,Q3,Colombia,venezuela,notell,2,0,yes,Not Applicable,Not Applicable,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,3,0,yes,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,1,0,yes,Not Applicable,Not Applicable,Undecided,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,1,1,no,yes,no,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,1,yes,yes,no,StronglyAgree,StronglyAgree,0
2021,Q3,Colombia,venezuela,relocate,1,0,Unknown,Not Applicable,Not Applicable,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,2,yes,yes,yes,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,3,5,yes,yes,no,Agree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,2,2,yes,yes,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,2,2,no,no,no,StronglyAgree,StronglyDisagree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,Nainpersonclasses,Undecided,Agree,0
2021,Q3,Colombia,venezuela,relocate,2,1,no,no,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,1,no,yes,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,yes,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,2,3,no,yes,no,Agree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,1,3,no,yes,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,3,yes,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,2,no,no,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,2,3,yes,yes,no,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,2,0,no,Not Applicable,Not Applicable,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,2,6,yes,yes,no,Disagree,Agree,0
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,2,4,no,yes,no,StronglyAgree,Agree,0
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Agree,StronglyDisagree,0
2021,Q3,Colombia,venezuela,stay,1,2,no,yes,yes,Undecided,StronglyAgree,1
2021,Q3,Colombia,venezuela,dontknow,1,1,no,yes,no,Undecided,StronglyDisagree,0
2021,Q3,Colombia,venezuela,relocate,2,1,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,1,no,yes,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,2,1,yes,yes,no,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,2,3,no,yes,no,Agree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,2,3,no,yes,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,2,2,yes,yes,yes,Undecided,Agree,1
2021,Q3,Colombia,venezuela,dontknow,4,3,no,no,no,Agree,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,2,3,yes,yes,no,StronglyAgree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,3,2,no,yes,yes,StronglyAgree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,2,0,no,Not Applicable,Not Applicable,Undecided,StronglyDisagree,0
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,yes,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,2,0,yes,Not Applicable,Not Applicable,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,2,yes,yes,no,StronglyAgree,StronglyAgree,1
2021,Q3,Colombia,venezuela,dontknow,8,5,yes,yes,yes,Agree,Disagree,0
2021,Q3,Colombia,other,stay,1,4,no,yes,no,StronglyAgree,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,2,4,yes,yes,yes,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,2,2,yes,yes,no,StronglyAgree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,1,2,no,yes,no,Undecided,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,3,3,no,yes,yes,Agree,Undecided,0
2021,Q3,Colombia,venezuela,stay,1,2,no,no,no,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,2,1,yes,yes,no,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,3,2,no,yes,no,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,3,2,no,yes,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,5,no,no,no,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,2,1,no,no,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Agree,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,3,3,no,no,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,3,2,no,yes,yes,StronglyAgree,Agree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,yes,StronglyAgree,Undecided,0
2021,Q3,Colombia,venezuela,stay,1,2,no,yes,no,Undecided,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,3,2,yes,yes,no,StronglyAgree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,2,1,yes,no,no,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,2,0,no,Not Applicable,Not Applicable,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,5,no,yes,no,StronglyAgree,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,3,1,no,yes,Nainpersonclasses,Undecided,StronglyDisagree,0
2021,Q3,Colombia,venezuela,stay,6,3,no,yes,no,StronglyAgree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,2,no,no,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,4,0,no,Not Applicable,Not Applicable,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,4,1,no,no,no,StronglyAgree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,0,no,Not Applicable,Not Applicable,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,3,no,yes,no,StronglyAgree,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,2,2,yes,yes,no,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,3,1,no,yes,Nainpersonclasses,Disagree,Agree,0
2021,Q3,Colombia,venezuela,stay,1,2,no,yes,no,Agree,Agree,0
2021,Q3,Colombia,venezuela,dontknow,1,0,yes,Not Applicable,Not Applicable,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,yes,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,1,no,yes,Nainpersonclasses,Agree,Undecided,0
2021,Q3,Colombia,venezuela,dontknow,1,0,yes,Not Applicable,Not Applicable,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,3,3,no,no,no,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,3,3,no,yes,no,Agree,StronglyAgree,0
2021,Q3,Colombia,venezuela,Unknown,2,1,Unknown,yes,no,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,2,1,no,no,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,notell,1,1,no,yes,no,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,2,3,no,no,no,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Undecided,Agree,0
2021,Q3,Colombia,venezuela,Unknown,2,1,Unknown,yes,no,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,2,0,no,Not Applicable,Not Applicable,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,0,no,Not Applicable,Not Applicable,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,2,yes,yes,yes,StronglyAgree,Agree,1
2021,Q3,Colombia,venezuela,stay,2,1,yes,yes,no,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,1,3,no,yes,no,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,0,no,Not Applicable,Not Applicable,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,1,2,no,yes,no,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,1,1,no,yes,no,StronglyAgree,Agree,0
2021,Q3,Colombia,venezuela,stay,3,3,yes,yes,Nainpersonclasses,Disagree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,2,0,no,Not Applicable,Not Applicable,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,dontknow,2,2,yes,yes,no,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,3,2,no,yes,no,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,4,0,no,Not Applicable,Not Applicable,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,1,yes,yes,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Undecided,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,4,1,yes,no,no,StronglyDisagree,Agree,1
2021,Q3,Colombia,venezuela,stay,2,5,no,no,no,Agree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,2,3,yes,no,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,2,1,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,3,no,yes,no,Undecided,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,4,4,yes,yes,no,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,1,3,yes,yes,no,StronglyAgree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,2,3,no,yes,no,StronglyAgree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,yes,Disagree,Agree,0
2021,Q3,Colombia,venezuela,stay,1,2,yes,no,no,Agree,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,1,3,no,yes,Nainpersonclasses,StronglyAgree,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,1,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,2,yes,yes,yes,Undecided,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,1,1,no,yes,no,Agree,StronglyDisagree,0
2021,Q3,Colombia,venezuela,stay,2,2,yes,yes,no,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,1,3,yes,notell,no,StronglyAgree,StronglyDisagree,0
2021,Q3,Colombia,venezuela,stay,2,1,no,no,no,Undecided,StronglyDisagree,0
2021,Q3,Colombia,venezuela,dontknow,1,0,no,Not Applicable,Not Applicable,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,Nainpersonclasses,Undecided,StronglyDisagree,0
2021,Q3,Colombia,venezuela,stay,1,1,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,2,no,yes,yes,StronglyDisagree,StronglyAgree,1
2021,Q3,Colombia,venezuela,relocate,2,1,no,yes,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,2,no,yes,no,Undecided,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,4,2,no,yes,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,2,no,yes,no,StronglyAgree,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,1,2,no,yes,Nainpersonclasses,Disagree,Agree,0
2021,Q3,Colombia,venezuela,stay,1,2,yes,no,no,Undecided,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,5,1,no,yes,no,Undecided,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,2,1,yes,no,no,StronglyAgree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,1,2,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,2,no,yes,no,StronglyAgree,Agree,1
2021,Q3,Colombia,venezuela,stay,2,2,yes,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,1,yes,yes,no,StronglyAgree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,1,1,no,yes,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,5,yes,yes,no,Agree,Agree,0
2021,Q3,Colombia,venezuela,stay,2,4,no,no,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,3,5,no,no,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,1,yes,yes,no,Agree,Agree,1
2021,Q3,Colombia,venezuela,dontknow,1,2,yes,yes,yes,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,2,3,no,no,no,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,2,1,yes,yes,no,StronglyAgree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,2,1,no,no,no,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,2,5,no,yes,no,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,2,0,no,Not Applicable,Not Applicable,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,3,3,no,yes,no,StronglyAgree,Undecided,0
2021,Q3,Colombia,venezuela,stay,1,1,yes,yes,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,3,2,no,yes,no,StronglyAgree,StronglyAgree,0
2021,Q3,Colombia,venezuela,stay,2,0,no,Not Applicable,Not Applicable,Undecided,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,1,1,no,no,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,no,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,2,0,no,Not Applicable,Not Applicable,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,2,4,no,no,no,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,4,no,yes,Nainpersonclasses,StronglyAgree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,Nainpersonclasses,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,1,1,yes,yes,no,StronglyAgree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,2,3,no,yes,yes,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,2,1,yes,yes,no,StronglyAgree,Agree,0
2021,Q3,Colombia,venezuela,stay,4,1,yes,no,no,Agree,StronglyAgree,1
2021,Q3,Colombia,venezuela,stay,2,6,no,no,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Undecided,Disagree,0
2021,Q3,Colombia,venezuela,stay,1,1,no,no,no,Agree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,3,yes,yes,no,Disagree,Agree,1
2021,Q3,Colombia,venezuela,notell,1,1,no,no,no,Agree,Undecided,0
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,stay,2,3,no,yes,no,Undecided,Agree,1
2021,Q3,Colombia,venezuela,stay,2,4,no,yes,Nainpersonclasses,Agree,StronglyDisagree,0
2021,Q3,Colombia,venezuela,stay,2,4,no,yes,yes,Undecided,Undecided,0
2021,Q3,Colombia,venezuela,relocate,2,1,no,yes,yes,StronglyAgree,Undecided,0
2021,Q3,Colombia,venezuela,stay,2,2,no,yes,no,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,1,0,yes,Not Applicable,Not Applicable,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,1,0,yes,Not Applicable,Not Applicable,StronglyAgree,Disagree,0
2021,Q3,Colombia,venezuela,stay,2,0,no,Not Applicable,Not Applicable,Undecided,Agree,0
2021,Q3,Colombia,other,stay,1,2,no,yes,no,Agree,Agree,1
2021,Q3,Colombia,venezuela,stay,1,0,no,Not Applicable,Not Applicable,Undecided,Agree,0
2021,Q3,Colombia,venezuela,stay,2,0,no,Not Applicable,Not Applicable,StronglyAgree,Undecided,0
