"ID","Year","Quarter","CountryofAsylum","nationality","ethnicity","intentionmove","TotalAdult","TotalMinor","AppliedRefugee","documentation_id","Childinschool","Childvirtualed","disabilityacc_disabilityserv","medicalReceived","RiskYes","RiskReturn_medical","RiskStay_medical"
74,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",0,0
75,2021,"Q1Q2","Panama","",NA,"stay",4,0,"yes",1,"","",0,"StronglyAgree","StronglyDisagree",0,0
76,2021,"Q1Q2","Panama","colombia",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",0,0
77,2021,"Q1Q2","Panama","venezuela",NA,"stay",4,1,"yes",1,"yes","yes",0,"Undecided","StronglyAgree",0,0
78,2021,"Q1Q2","Panama","",NA,"stay",1,0,"yes",1,"","",0,"Disagree","StronglyAgree",1,0
79,2021,"Q1Q2","Panama","",NA,"stay",2,0,"",1,"","",0,"Undecided","Agree",1,0
80,2021,"Q1Q2","Panama","venezuela",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",1,0
81,2021,"Q1Q2","Panama","venezuela",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",1,0
82,2021,"Q1Q2","Panama","",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","Agree",0,0
83,2021,"Q1Q2","Panama","colombia",NA,"relocate",1,0,"yes",1,"","",0,"StronglyAgree","Disagree",0,0
84,2021,"Q1Q2","Panama","",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
85,2021,"Q1Q2","Panama","other",NA,"relocate",NA,NA,"yes",0,"no","",0,"StronglyAgree","StronglyAgree",0,0
86,2021,"Q1Q2","Panama","",NA,"stay",3,1,"yes",1,"yes","no",0,"","StronglyAgree",1,0
87,2021,"Q1Q2","Panama","",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",1,0
88,2021,"Q1Q2","Panama","colombia",NA,"stay",3,0,"yes",1,"","",0,"StronglyAgree","Undecided",0,0
89,2021,"Q1Q2","Panama","salvador",NA,"stay",NA,NA,"yes",0,"yes","yes",0,"","Disagree",0,0
90,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",1,0
91,2021,"Q1Q2","Panama","",NA,"stay",2,1,"yes",1,"","",0,"StronglyAgree","StronglyAgree",1,0
92,2021,"Q1Q2","Panama","nicaragua",NA,"stay",2,0,"yes",1,"","",0,"","Undecided",0,0
93,2021,"Q1Q2","Panama","venezuela",NA,"stay",NA,NA,"yes",1,"yes","yes",0,"StronglyAgree","StronglyAgree",0,0
94,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,1,"yes",1,"yes","yes",0,"StronglyAgree","StronglyAgree",1,0
95,2021,"Q1Q2","Panama","colombia",NA,"stay",2,0,"yes",1,"","",0,"Agree","Disagree",0,0
96,2021,"Q1Q2","Panama","",NA,"relocate",2,2,"yes",1,"yes","no",0,"StronglyAgree","StronglyAgree",1,0
97,2021,"Q1Q2","Panama","venezuela",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",1,0
98,2021,"Q1Q2","Panama","",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",0,0
99,2021,"Q1Q2","Panama","",NA,"relocate",1,0,"yes",1,"","",0,"","StronglyAgree",1,0
100,2021,"Q1Q2","Panama","",NA,"relocate",2,0,"yes",1,"","",0,"StronglyAgree","Disagree",0,0
101,2021,"Q1Q2","Panama","",NA,"stay",2,1,"yes",1,"yes","yes",0,"StronglyAgree","StronglyAgree",0,0
102,2021,"Q1Q2","Panama","venezuela",NA,"stay",NA,NA,"yes",1,"","",0,"StronglyAgree","StronglyAgree",1,0
103,2021,"Q1Q2","Panama","",NA,"stay",1,0,"yes",0,"","",0,"StronglyAgree","Undecided",0,0
104,2021,"Q1Q2","Panama","cuba",NA,"stay",NA,NA,"yes",1,"yes","yes",0,"","StronglyAgree",0,0
105,2021,"Q1Q2","Panama","other",NA,"relocate",1,0,"yes",1,"","",0,"Agree","Undecided",0,0
106,2021,"Q1Q2","Panama","nicaragua",NA,"relocate",3,0,"yes",1,"","",0,"","StronglyDisagree",0,0
107,2021,"Q1Q2","Panama","venezuela",NA,"stay",2,2,"yes",1,"yes","yes",0,"StronglyAgree","StronglyAgree",1,0
108,2021,"Q1Q2","Panama","",NA,"stay",2,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
109,2021,"Q1Q2","Panama","nicaragua",NA,"relocate",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",1,0
110,2021,"Q1Q2","Panama","",NA,"stay",2,1,"yes",0,"","",0,"Undecided","Undecided",0,0
111,2021,"Q1Q2","Panama","",NA,"stay",1,0,"yes",0,"","",0,"","Agree",1,0
112,2021,"Q1Q2","Panama","",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",0,0
113,2021,"Q1Q2","Panama","",NA,"stay",NA,NA,"yes",1,"no","",0,"StronglyAgree","Agree",1,0
114,2021,"Q1Q2","Panama","",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",0,0
115,2021,"Q1Q2","Panama","",NA,"dontknow",3,1,"yes",1,"yes","yes",0,"","Agree",0,0
116,2021,"Q1Q2","Panama","venezuela",NA,"stay",1,0,"yes",1,"","",0,"Agree","StronglyAgree",0,0
117,2021,"Q1Q2","Panama","nicaragua",NA,"stay",NA,NA,"yes",1,"","",0,"","Agree",0,0
118,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",0,"","",0,"StronglyAgree","StronglyAgree",1,0
119,2021,"Q1Q2","Panama","venezuela",NA,"stay",NA,NA,"yes",1,"","",0,"StronglyAgree","StronglyAgree",1,0
120,2021,"Q1Q2","Panama","venezuela",NA,"stay",3,0,"yes",1,"","",0,"","Agree",0,0
121,2021,"Q1Q2","Panama","nicaragua",NA,"dontknow",1,0,"yes",1,"","",0,"Disagree","StronglyAgree",0,0
122,2021,"Q1Q2","Panama","venezuela",NA,"dontknow",1,0,"yes",1,"","",0,"","Undecided",0,0
123,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"","Agree",1,0
124,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",0,0
125,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"","Agree",1,0
126,2021,"Q1Q2","Panama","",NA,"relocate",2,0,"yes",1,"","",0,"","Agree",0,0
127,2021,"Q1Q2","Panama","nicaragua",NA,"relocate",2,0,"yes",1,"","",0,"StronglyAgree","Agree",1,0
128,2021,"Q1Q2","Panama","colombia",NA,"dontknow",2,1,"yes",1,"yes","yes",0,"Agree","StronglyAgree",0,0
129,2021,"Q1Q2","Panama","nicaragua",NA,"stay",2,0,"yes",1,"","",0,"","StronglyAgree",0,0
130,2021,"Q1Q2","Panama","colombia",NA,"stay",3,0,"yes",1,"","",0,"StronglyAgree","Agree",0,0
131,2021,"Q1Q2","Panama","",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",0,0
132,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","Undecided",0,0
133,2021,"Q1Q2","Panama","",NA,"stay",2,0,"yes",0,"","",0,"Agree","Undecided",0,0
134,2021,"Q1Q2","Panama","colombia",NA,"stay",3,1,"yes",1,"yes","no",0,"StronglyAgree","Undecided",0,0
135,2021,"Q1Q2","Panama","nicaragua",NA,"dontknow",1,0,"yes",0,"","",0,"StronglyAgree","StronglyAgree",0,0
136,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",0,"","",0,"","Agree",1,0
137,2021,"Q1Q2","Panama","",NA,"stay",2,2,"yes",1,"yes","yes",0,"StronglyAgree","StronglyAgree",0,0
138,2021,"Q1Q2","Panama","nicaragua",NA,"dontknow",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
139,2021,"Q1Q2","Panama","nicaragua",NA,"stay",NA,NA,"yes",0,"","",0,"StronglyAgree","Agree",0,0
140,2021,"Q1Q2","Panama","colombia",NA,"stay",3,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",1,0
141,2021,"Q1Q2","Panama","",NA,"stay",NA,NA,"yes",1,"no","",0,"Undecided","StronglyAgree",0,0
142,2021,"Q1Q2","Panama","",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
143,2021,"Q1Q2","Panama","",NA,"stay",2,1,"yes",0,"no","",0,"StronglyAgree","StronglyAgree",0,0
144,2021,"Q1Q2","Panama","",NA,"stay",2,0,"yes",1,"","",0,"","StronglyAgree",0,0
145,2021,"Q1Q2","Panama","venezuela",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",1,0
146,2021,"Q1Q2","Panama","",NA,"dontknow",1,0,"yes",1,"","",0,"","Undecided",0,0
147,2021,"Q1Q2","Panama","venezuela",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","Undecided",0,0
148,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",0,0
149,2021,"Q1Q2","Panama","",NA,"stay",NA,NA,"yes",1,"yes","yes",0,"","StronglyDisagree",0,0
150,2021,"Q1Q2","Panama","salvador",NA,"stay",NA,NA,"yes",1,"no","",0,"Disagree","StronglyAgree",0,0
151,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,1,"yes",1,"","",0,"","Undecided",0,0
152,2021,"Q1Q2","Panama","colombia",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",0,0
153,2021,"Q1Q2","Panama","",NA,"relocate",3,0,"yes",1,"","",0,"Disagree","StronglyAgree",0,0
154,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",1,0
155,2021,"Q1Q2","Panama","colombia",NA,"stay",NA,NA,"yes",1,"yes","yes",0,"StronglyAgree","Undecided",0,0
156,2021,"Q1Q2","Panama","venezuela",NA,"relocate",2,1,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
157,2021,"Q1Q2","Panama","venezuela",NA,"stay",NA,NA,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
158,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
159,2021,"Q1Q2","Panama","colombia",NA,"stay",4,0,"",1,"","",0,"Undecided","Undecided",0,0
160,2021,"Q1Q2","Panama","",NA,"stay",NA,NA,"yes",1,"","",0,"","Agree",0,0
161,2021,"Q1Q2","Panama","colombia",NA,"stay",2,3,"",1,"yes","yes",0,"StronglyAgree","StronglyAgree",1,0
162,2021,"Q1Q2","Panama","",NA,"relocate",1,0,"yes",1,"","",0,"","StronglyAgree",0,0
163,2021,"Q1Q2","Panama","colombia",NA,"stay",2,0,"yes",1,"","",0,"StronglyAgree","Disagree",0,0
164,2021,"Q1Q2","Panama","colombia",NA,"relocate",3,1,"yes",1,"yes","yes",0,"","StronglyAgree",0,0
165,2021,"Q1Q2","Panama","colombia",NA,"stay",2,0,"yes",1,"","",0,"","StronglyAgree",0,0
166,2021,"Q1Q2","Panama","nicaragua",NA,"stay",3,0,"yes",1,"","",0,"","Undecided",0,0
167,2021,"Q1Q2","Panama","nicaragua",NA,"stay",NA,NA,"yes",1,"yes","yes",0,"StronglyAgree","StronglyAgree",1,0
168,2021,"Q1Q2","Panama","colombia",NA,"stay",2,1,"yes",1,"yes","no",0,"StronglyAgree","Disagree",0,0
169,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",1,0
170,2021,"Q1Q2","Panama","venezuela",NA,"stay",2,1,"yes",1,"yes","yes",0,"StronglyAgree","StronglyAgree",0,0
171,2021,"Q1Q2","Panama","nicaragua",NA,"stay",2,0,"yes",1,"","",0,"","StronglyAgree",0,0
172,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
173,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",0,"","",0,"","StronglyAgree",0,0
174,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"Disagree","Agree",0,0
175,2021,"Q1Q2","Panama","salvador",NA,"relocate",NA,NA,"yes",1,"yes","no",0,"StronglyAgree","StronglyAgree",0,0
176,2021,"Q1Q2","Panama","nicaragua",NA,"stay",2,1,"yes",1,"","",0,"Undecided","Disagree",0,0
177,2021,"Q1Q2","Panama","venezuela",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","Undecided",0,0
178,2021,"Q1Q2","Panama","venezuela",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",1,0
179,2021,"Q1Q2","Panama","nicaragua",NA,"relocate",3,2,"yes",0,"yes","yes",0,"Undecided","StronglyAgree",0,0
180,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","Agree",0,0
181,2021,"Q1Q2","Panama","nicaragua",NA,"stay",2,1,"yes",1,"","",0,"Disagree","StronglyAgree",0,0
182,2021,"Q1Q2","Panama","",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","Agree",0,0
183,2021,"Q1Q2","Panama","venezuela",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",0,0
184,2021,"Q1Q2","Panama","nicaragua",NA,"dontknow",1,0,"yes",1,"","",0,"","Agree",0,0
185,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",0,"","",0,"","StronglyAgree",0,0
186,2021,"Q1Q2","Panama","",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",1,0
187,2021,"Q1Q2","Panama","",NA,"stay",1,0,"yes",0,"","",0,"","StronglyAgree",1,0
188,2021,"Q1Q2","Panama","",NA,"stay",2,0,"yes",1,"","",0,"","StronglyAgree",0,0
189,2021,"Q1Q2","Panama","",NA,"dontknow",3,0,"yes",1,"","",0,"StronglyAgree","Disagree",0,0
190,2021,"Q1Q2","Panama","salvador",NA,"stay",NA,NA,"yes",0,"","",0,"StronglyAgree","StronglyAgree",0,0
191,2021,"Q1Q2","Panama","honduras",NA,"stay",NA,NA,"yes",1,"yes","yes",0,"StronglyAgree","Undecided",0,0
192,2021,"Q1Q2","Panama","venezuela",NA,"stay",2,1,"yes",1,"yes","yes",0,"StronglyAgree","StronglyAgree",0,0
193,2021,"Q1Q2","Panama","venezuela",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",1,0
194,2021,"Q1Q2","Panama","",NA,"stay",2,3,"yes",1,"yes","yes",0,"StronglyAgree","Disagree",0,0
195,2021,"Q1Q2","Panama","cuba",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
196,2021,"Q1Q2","Panama","nicaragua",NA,"stay",4,1,"yes",1,"","",0,"","StronglyAgree",0,0
197,2021,"Q1Q2","Panama","",NA,"dontknow",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
198,2021,"Q1Q2","Panama","venezuela",NA,"stay",2,2,"yes",1,"yes","no",1,"StronglyAgree","StronglyAgree",1,0
199,2021,"Q1Q2","Panama","colombia",NA,"stay",NA,NA,"yes",1,"no","",0,"","Agree",1,0
200,2021,"Q1Q2","Panama","colombia",NA,"stay",1,0,"yes",1,"","",0,"","Agree",0,0
201,2021,"Q1Q2","Panama","venezuela",NA,"stay",NA,NA,"yes",1,"yes","yes",0,"StronglyAgree","StronglyAgree",1,0
202,2021,"Q1Q2","Panama","",NA,"dontknow",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
203,2021,"Q1Q2","Panama","colombia",NA,"stay",1,0,"yes",1,"","",0,"Agree","Undecided",0,0
204,2021,"Q1Q2","Panama","colombia",NA,"stay",NA,NA,"yes",1,"yes","yes",0,"StronglyAgree","StronglyAgree",1,0
205,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
206,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
207,2021,"Q1Q2","Panama","venezuela",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
208,2021,"Q1Q2","Panama","venezuela",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",0,0
209,2021,"Q1Q2","Panama","",NA,"stay",2,1,"yes",1,"","",0,"StronglyAgree","Agree",0,0
210,2021,"Q1Q2","Panama","venezuela",NA,"dontknow",1,0,"yes",1,"","",0,"","Disagree",0,0
211,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
212,2021,"Q1Q2","Panama","nicaragua",NA,"stay",NA,NA,"yes",0,"","",0,"","StronglyAgree",0,0
213,2021,"Q1Q2","Panama","",NA,"stay",NA,NA,"yes",1,"yes","yes",0,"","StronglyAgree",1,0
214,2021,"Q1Q2","Panama","venezuela",NA,"stay",2,1,"yes",1,"","",0,"StronglyAgree","Disagree",0,0
215,2021,"Q1Q2","Panama","nicaragua",NA,"stay",2,1,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
216,2021,"Q1Q2","Panama","venezuela",NA,"stay",2,2,"yes",1,"yes","yes",0,"Disagree","StronglyAgree",1,0
217,2021,"Q1Q2","Panama","",NA,"stay",NA,NA,"yes",1,"","",0,"","StronglyAgree",0,0
218,2021,"Q1Q2","Panama","venezuela",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","StronglyAgree",0,0
219,2021,"Q1Q2","Panama","",NA,"stay",2,1,"yes",0,"no","",0,"StronglyAgree","Undecided",0,0
220,2021,"Q1Q2","Panama","colombia",NA,"stay",NA,NA,"yes",1,"","",0,"StronglyAgree","StronglyAgree",1,0
221,2021,"Q1Q2","Panama","",NA,"relocate",2,4,"yes",1,"","",0,"","StronglyAgree",0,0
222,2021,"Q1Q2","Panama","",NA,"stay",1,0,"yes",1,"","no",0,"","StronglyAgree",1,0
223,2021,"Q1Q2","Panama","",NA,"stay",4,0,"yes",1,"","",0,"StronglyAgree","Agree",1,0
224,2021,"Q1Q2","Panama","colombia",NA,"stay",1,0,"yes",1,"","",0,"","StronglyAgree",0,0
225,2021,"Q1Q2","Panama","nicaragua",NA,"stay",1,0,"yes",1,"","",0,"StronglyAgree","Undecided",0,0
