index,Year,Quarter,CountryOfAsylum,nationality,ethnicity,intentionmove,TotalAdult,TotalMinor,AppliedRefugee,documentation_id,Childinschool,Childvirtualed,disabilityacc_disabilityserv,medicalReceived,RiskYes,RiskReturn_medical,RiskStay_medical
81,2021,Q3,Bolivia,venezuela,,stay,4.0,1.0,,1,,,0,StronglyAgree,Agree,1,0
82,2021,Q3,Bolivia,venezuela,,stay,2.0,1.0,yes,1,no,,0,,Agree,0,0
83,2021,Q3,Bolivia,venezuela,,stay,2.0,1.0,yes,1,,,0,,Agree,0,0
84,2021,Q3,Bolivia,venezuela,,stay,,,yes,1,,,0,,StronglyAgree,1,0
85,2021,Q3,Bolivia,venezuela,,stay,2.0,2.0,,1,yes,yes,0,,Disagree,0,0
86,2021,Q3,Bolivia,venezuela,,stay,2.0,1.0,yes,1,,,0,,StronglyAgree,1,0
87,2021,Q3,Bolivia,venezuela,,stay,5.0,4.0,no,1,no,,0,StronglyAgree,StronglyAgree,0,0
88,2021,Q3,Bolivia,venezuela,,relocate,3.0,1.0,,1,yes,yes,0,,Agree,0,0
89,2021,Q3,Bolivia,venezuela,,stay,,,no,1,yes,no,0,,Agree,1,0
90,2021,Q3,Bolivia,venezuela,,stay,4.0,3.0,yes,1,yes,yes,0,StronglyAgree,Disagree,0,0
91,2021,Q3,Bolivia,venezuela,,stay,1.0,2.0,yes,1,no,,0,,Agree,1,0
92,2021,Q3,Bolivia,venezuela,,stay,2.0,2.0,yes,1,no,,0,,StronglyAgree,0,0
93,2021,Q3,Bolivia,venezuela,,dontknow,2.0,1.0,,1,yes,yes,0,StronglyAgree,StronglyAgree,1,0
94,2021,Q3,Bolivia,venezuela,,stay,2.0,0.0,yes,0,,,0,Agree,Agree,0,0
95,2021,Q3,Bolivia,venezuela,,stay,3.0,0.0,yes,1,,,0,,Disagree,0,0
96,2021,Q3,Bolivia,venezuela,,stay,2.0,1.0,yes,1,,,0,Agree,StronglyAgree,1,0
97,2021,Q3,Bolivia,venezuela,,stay,2.0,1.0,no,1,yes,dontknow,0,,StronglyAgree,0,0
98,2021,Q3,Bolivia,venezuela,,stay,,,yes,1,yes,no,0,Undecided,Agree,0,0
99,2021,Q3,Bolivia,venezuela,,stay,,,no,1,yes,no,0,StronglyAgree,StronglyAgree,1,0
100,2021,Q3,Bolivia,venezuela,,stay,,,no,1,yes,yes,0,StronglyAgree,StronglyAgree,1,0
101,2021,Q3,Bolivia,venezuela,,stay,1.0,0.0,,1,,,0,Agree,StronglyAgree,1,0
102,2021,Q3,Bolivia,venezuela,,stay,2.0,1.0,yes,1,,,0,Disagree,Agree,0,0
103,2021,Q3,Bolivia,venezuela,,stay,1.0,1.0,,1,,,0,,Undecided,0,0
104,2021,Q3,Bolivia,venezuela,,relocate,4.0,0.0,yes,1,,,0,,StronglyAgree,0,0
105,2021,Q3,Bolivia,venezuela,,stay,,,yes,1,no,,0,,Agree,1,0
106,2021,Q3,Bolivia,venezuela,,relocate,3.0,0.0,no,1,,,0,,Agree,0,0
107,2021,Q3,Bolivia,venezuela,,stay,4.0,1.0,no,1,,,0,,Agree,0,0
108,2021,Q3,Bolivia,venezuela,,stay,2.0,1.0,yes,1,,,0,StronglyAgree,StronglyAgree,1,0
109,2021,Q3,Bolivia,venezuela,,stay,3.0,0.0,no,1,,,0,,Undecided,0,0
110,2021,Q3,Bolivia,venezuela,,stay,,,yes,0,,,0,,Agree,1,0
111,2021,Q3,Bolivia,venezuela,,stay,1.0,0.0,yes,1,,,0,,Agree,0,0
112,2021,Q3,Bolivia,venezuela,,stay,1.0,1.0,,1,yes,no,0,Agree,Agree,0,0
113,2021,Q3,Bolivia,venezuela,,dontknow,2.0,1.0,,1,,,0,StronglyAgree,StronglyAgree,1,0
114,2021,Q3,Bolivia,venezuela,,stay,,,yes,1,yes,yes,0,,StronglyAgree,0,0
115,2021,Q3,Bolivia,venezuela,,stay,1.0,1.0,yes,1,,,0,,Disagree,0,0
116,2021,Q3,Bolivia,venezuela,,stay,1.0,0.0,no,0,,,0,Agree,Agree,0,0
117,2021,Q3,Bolivia,venezuela,,stay,2.0,2.0,,1,no,,0,Disagree,Agree,1,0
118,2021,Q3,Bolivia,venezuela,,stay,2.0,3.0,,1,yes,yes,0,Disagree,StronglyAgree,1,0
119,2021,Q3,Bolivia,venezuela,,stay,2.0,2.0,,1,yes,yes,0,StronglyAgree,Agree,0,0
120,2021,Q3,Bolivia,venezuela,,relocate,,,no,1,yes,yes,0,Disagree,Agree,0,0
121,2021,Q3,Bolivia,venezuela,,stay,2.0,1.0,yes,1,,,0,,Agree,0,0
122,2021,Q3,Bolivia,venezuela,,relocate,3.0,0.0,,1,,,0,Disagree,StronglyAgree,0,0
123,2021,Q3,Bolivia,venezuela,,stay,2.0,3.0,yes,1,no,,0,Disagree,Agree,1,0
124,2021,Q3,Bolivia,venezuela,,stay,2.0,3.0,yes,1,yes,no,0,StronglyAgree,StronglyAgree,0,0
125,2021,Q3,Bolivia,venezuela,,stay,3.0,0.0,,1,,,0,Agree,Agree,1,0
126,2021,Q3,Bolivia,venezuela,,stay,,,no,1,,,0,Agree,Agree,0,0
127,2021,Q3,Bolivia,venezuela,,stay,,,,1,yes,yes,0,StronglyAgree,StronglyAgree,1,0
128,2021,Q3,Bolivia,venezuela,,relocate,2.0,0.0,no,1,,,0,,Disagree,0,0
129,2021,Q3,Bolivia,venezuela,,stay,6.0,0.0,no,0,,,0,Disagree,Agree,0,0
