index,Year,Quarter,CountryOfAsylum,nationality,ethnicity,intentionmove,TotalAdult,TotalMinor,AppliedRefugee,documentation_id,Childinschool,Childvirtualed,disabilityacc_disabilityserv,medicalReceived,RiskYes,RiskReturn_medical,RiskStay_medical
64,2020,Q4,,venezuela,,dontknow,3.0,0.0,nointention,1,,,,StronglyAgree,Agree,1.0,
65,2020,Q4,,venezuela,,stay,1.0,1.0,nointention,1,yes,no,,,Agree,1.0,
66,2020,Q4,,venezuela,,stay,1.0,0.0,yes,1,,,,Agree,StronglyAgree,1.0,
67,2020,Q4,,venezuela,,stay,,,,1,yes,yes,,,StronglyAgree,0.0,
68,2020,Q4,,venezuela,,stay,2.0,0.0,,1,,,,,Agree,0.0,
69,2020,Q4,,venezuela,,relocate,2.0,2.0,nointention,1,yes,yes,,Agree,Agree,1.0,
70,2020,Q4,,venezuela,,stay,2.0,1.0,nointention,1,yes,yes,,StronglyAgree,Agree,0.0,
71,2020,Q4,,venezuela,,relocate,,,,0,yes,no,,Agree,Agree,0.0,
72,2020,Q4,,venezuela,,stay,2.0,0.0,nointention,1,,,,,StronglyAgree,1.0,
73,2020,Q4,,venezuela,,stay,2.0,2.0,nointention,1,yes,yes,,,Agree,0.0,
74,2020,Q4,,venezuela,,dontknow,,,nointention,1,yes,yes,,StronglyAgree,StronglyAgree,1.0,
75,2020,Q4,,venezuela,,stay,4.0,2.0,yes,1,yes,yes,,Agree,StronglyAgree,1.0,
76,2020,Q4,,venezuela,,stay,2.0,1.0,nointention,1,,,,StronglyAgree,Agree,1.0,
77,2020,Q4,,venezuela,,dontknow,2.0,2.0,nointention,1,yes,no,,Undecided,Agree,1.0,
78,2020,Q4,,venezuela,,stay,2.0,2.0,nointention,1,yes,no,,StronglyAgree,Agree,1.0,
79,2020,Q4,,venezuela,,stay,1.0,0.0,nointention,1,,,,Agree,Agree,1.0,
80,2020,Q4,,venezuela,,dontknow,2.0,1.0,nointention,1,yes,yes,,StronglyAgree,Agree,1.0,
81,2020,Q4,,venezuela,,stay,1.0,0.0,yes,1,,,,,Agree,1.0,
82,2020,Q4,,venezuela,,stay,4.0,0.0,nointention,1,,,,Agree,Agree,1.0,
83,2020,Q4,,venezuela,,relocate,1.0,0.0,,1,,,,,Agree,1.0,
84,2020,Q4,,venezuela,,stay,2.0,2.0,nointention,1,yes,yes,,Agree,Agree,0.0,
85,2020,Q4,,venezuela,,relocate,1.0,0.0,yes,1,,,,Undecided,StronglyAgree,1.0,
86,2020,Q4,,venezuela,,stay,2.0,0.0,nointention,1,,,,,Disagree,,
87,2020,Q4,,venezuela,,stay,2.0,1.0,nointention,1,,,,StronglyAgree,Agree,0.0,
88,2020,Q4,,venezuela,,stay,4.0,4.0,nointention,1,yes,yes,,StronglyAgree,StronglyAgree,1.0,
89,2020,Q4,,venezuela,,stay,2.0,0.0,nointention,1,,,,Disagree,Agree,1.0,
90,2020,Q4,,venezuela,,stay,2.0,0.0,,1,,,,Agree,Agree,1.0,
91,2020,Q4,,venezuela,,stay,1.0,2.0,nointention,1,yes,yes,,StronglyAgree,Agree,1.0,
92,2020,Q4,,venezuela,,stay,3.0,0.0,,1,,,,Agree,Agree,1.0,
93,2020,Q4,,venezuela,,stay,2.0,0.0,nointention,1,,,,Agree,Agree,0.0,
94,2020,Q4,,venezuela,,relocate,2.0,1.0,nointention,1,yes,yes,,Disagree,StronglyAgree,1.0,
95,2020,Q4,,venezuela,,stay,1.0,2.0,yes,1,yes,yes,,StronglyAgree,Agree,1.0,
96,2020,Q4,,venezuela,,stay,1.0,0.0,,0,,,,,Agree,0.0,
97,2020,Q4,,venezuela,,stay,,,nointention,1,yes,yes,,StronglyAgree,Agree,1.0,
98,2020,Q4,,venezuela,,relocate,2.0,2.0,,1,yes,yes,,StronglyAgree,StronglyAgree,0.0,
99,2020,Q4,,venezuela,,stay,2.0,3.0,yes,1,yes,no,,Agree,Agree,1.0,
100,2020,Q4,,venezuela,,stay,3.0,1.0,nointention,0,yes,yes,,Agree,Agree,1.0,
101,2020,Q4,,venezuela,,dontknow,1.0,0.0,nointention,1,,,,StronglyAgree,Disagree,,
102,2020,Q4,,venezuela,,stay,1.0,0.0,nointention,1,,,,StronglyAgree,Agree,0.0,
103,2020,Q4,,venezuela,,stay,2.0,1.0,nointention,1,yes,yes,,Agree,Agree,1.0,
104,2020,Q4,,venezuela,,stay,1.0,0.0,nointention,0,,,,,Agree,1.0,
105,2020,Q4,,venezuela,,dontknow,2.0,1.0,nointention,1,yes,yes,,Agree,StronglyAgree,1.0,
106,2020,Q4,,venezuela,,stay,4.0,2.0,,1,yes,no,,,Agree,1.0,
107,2020,Q4,,venezuela,,dontknow,3.0,0.0,nointention,1,,,,Agree,Agree,0.0,
108,2020,Q4,,venezuela,,stay,1.0,0.0,nointention,1,,,,Agree,Agree,0.0,
109,2020,Q4,,venezuela,,relocate,1.0,0.0,nointention,1,,,,Agree,Agree,0.0,
110,2020,Q4,,venezuela,,stay,3.0,2.0,,1,yes,no,,StronglyAgree,StronglyAgree,1.0,
111,2020,Q4,,venezuela,,stay,2.0,0.0,,0,,,,Agree,Agree,1.0,
112,2020,Q4,,venezuela,,stay,2.0,2.0,nointention,1,yes,no,,Agree,Disagree,,
113,2020,Q4,,venezuela,,relocate,,,nointention,1,yes,no,,StronglyDisagree,Agree,1.0,
114,2020,Q4,,venezuela,,stay,2.0,2.0,nointention,1,yes,yes,,StronglyAgree,StronglyAgree,0.0,
115,2020,Q4,,venezuela,,stay,3.0,0.0,nointention,1,,,,,Agree,1.0,
116,2020,Q4,,venezuela,,stay,2.0,0.0,nointention,0,,,,Agree,Agree,1.0,
117,2020,Q4,,venezuela,,stay,2.0,0.0,nointention,1,,,,Agree,Agree,1.0,
118,2020,Q4,,venezuela,,stay,2.0,1.0,nointention,1,yes,yes,,StronglyAgree,StronglyAgree,1.0,
119,2020,Q4,,venezuela,,stay,2.0,1.0,nointention,1,,,,StronglyAgree,Agree,1.0,
120,2020,Q4,,venezuela,,stay,2.0,1.0,yes,1,no,,,Agree,Agree,1.0,
121,2020,Q4,,venezuela,,stay,3.0,0.0,nointention,1,,,,,Agree,0.0,
122,2020,Q4,,venezuela,,stay,3.0,1.0,nointention,1,yes,yes,,StronglyAgree,Agree,1.0,
123,2020,Q4,,venezuela,,stay,1.0,0.0,nointention,1,,,,Agree,Agree,1.0,
124,2020,Q4,,venezuela,,stay,2.0,1.0,nointention,1,,,,StronglyAgree,Agree,1.0,
125,2020,Q4,,venezuela,,stay,2.0,0.0,nointention,1,,,,Agree,Agree,0.0,
126,2020,Q4,,venezuela,,stay,3.0,1.0,nointention,1,yes,no,,Agree,Agree,1.0,
127,2020,Q4,,venezuela,,stay,,,nointention,1,,,,StronglyAgree,Disagree,,
128,2020,Q4,,venezuela,,stay,2.0,1.0,,1,yes,yes,,StronglyAgree,Agree,0.0,
129,2020,Q4,,venezuela,,dontknow,3.0,0.0,nointention,1,,,,,Agree,1.0,
130,2020,Q4,,venezuela,,stay,2.0,1.0,,1,yes,no,,Disagree,StronglyAgree,0.0,
131,2020,Q4,,venezuela,,stay,2.0,1.0,,1,yes,yes,,StronglyAgree,Agree,1.0,
132,2020,Q4,,venezuela,,stay,2.0,1.0,nointention,0,yes,yes,,,Agree,1.0,
133,2020,Q4,,venezuela,,stay,4.0,0.0,nointention,1,,,,StronglyAgree,Agree,0.0,
134,2020,Q4,,venezuela,,stay,1.0,0.0,nointention,1,,,,,Agree,1.0,
135,2020,Q4,,venezuela,,relocate,1.0,0.0,nointention,1,,,,Agree,Agree,0.0,
136,2020,Q4,,venezuela,,stay,1.0,0.0,,1,,,,StronglyAgree,Agree,1.0,
137,2020,Q4,,venezuela,,relocate,2.0,1.0,yes,1,yes,yes,,Agree,StronglyAgree,0.0,
138,2020,Q4,,venezuela,,stay,3.0,1.0,nointention,1,,,,Agree,Agree,0.0,
139,2020,Q4,,venezuela,,stay,2.0,1.0,nointention,1,yes,yes,,Agree,Agree,1.0,
140,2020,Q4,,venezuela,,stay,2.0,0.0,nointention,1,,,,StronglyAgree,Agree,0.0,
141,2020,Q4,,venezuela,,dontknow,4.0,1.0,nointention,1,yes,no,,StronglyAgree,Agree,1.0,
142,2020,Q4,,venezuela,,relocate,,,nointention,1,,,,Agree,Agree,0.0,
143,2020,Q4,,venezuela,,stay,2.0,0.0,nointention,1,,,,Disagree,StronglyAgree,1.0,
144,2020,Q4,,venezuela,,relocate,2.0,0.0,nointention,1,,,,Agree,Agree,1.0,
145,2020,Q4,,venezuela,,stay,2.0,1.0,nointention,1,,,,StronglyAgree,Agree,1.0,
146,2020,Q4,,venezuela,,stay,4.0,2.0,nointention,1,yes,yes,,StronglyAgree,Agree,1.0,
147,2020,Q4,,venezuela,,stay,2.0,1.0,nointention,0,yes,yes,,,Undecided,,
148,2020,Q4,,venezuela,,stay,1.0,0.0,nointention,0,,,,Agree,Agree,0.0,
149,2020,Q4,,venezuela,,dontknow,2.0,1.0,nointention,1,yes,yes,,StronglyAgree,Agree,0.0,
150,2020,Q4,,venezuela,,stay,1.0,0.0,nointention,1,,,,StronglyAgree,StronglyAgree,0.0,
151,2020,Q4,,venezuela,,dontknow,2.0,1.0,yes,1,yes,yes,,StronglyAgree,StronglyAgree,1.0,
152,2020,Q4,,venezuela,,stay,2.0,1.0,nointention,1,,,,Agree,Agree,1.0,
153,2020,Q4,,venezuela,,relocate,1.0,0.0,,1,,,,Agree,Agree,0.0,
154,2020,Q4,,venezuela,,stay,2.0,1.0,yes,1,yes,yes,,Agree,Agree,1.0,
155,2020,Q4,,venezuela,,stay,1.0,0.0,yes,0,,,,StronglyAgree,Agree,1.0,
156,2020,Q4,,venezuela,,stay,1.0,0.0,nointention,1,,,,StronglyAgree,StronglyAgree,0.0,
157,2020,Q4,,venezuela,,stay,,,nointention,1,yes,yes,,StronglyDisagree,Agree,1.0,
158,2020,Q4,,venezuela,,stay,2.0,1.0,nointention,1,yes,yes,,StronglyAgree,Disagree,,
159,2020,Q4,,venezuela,,stay,2.0,1.0,nointention,1,,,,Agree,Agree,1.0,
160,2020,Q4,,venezuela,,stay,2.0,0.0,nointention,1,,,,Agree,Agree,1.0,
161,2020,Q4,,venezuela,,stay,4.0,1.0,nointention,1,,,,,Disagree,,
162,2020,Q4,,venezuela,,stay,3.0,0.0,nointention,1,,,,StronglyAgree,StronglyAgree,1.0,
163,2020,Q4,,venezuela,,stay,2.0,1.0,nointention,1,yes,no,,StronglyAgree,Undecided,,
164,2020,Q4,,venezuela,,stay,1.0,0.0,nointention,1,,,,Agree,Agree,1.0,
165,2020,Q4,,venezuela,,stay,1.0,0.0,nointention,1,,,,StronglyAgree,Agree,1.0,
166,2020,Q4,,venezuela,,stay,4.0,0.0,nointention,1,,,,Agree,Agree,0.0,
167,2020,Q4,,venezuela,,relocate,2.0,1.0,,1,yes,no,,StronglyAgree,Agree,1.0,
168,2020,Q4,,venezuela,,stay,2.0,0.0,nointention,1,,,,Undecided,Agree,1.0,
169,2020,Q4,,venezuela,,stay,3.0,1.0,nointention,0,yes,yes,,Agree,Agree,1.0,
170,2020,Q4,,venezuela,,stay,2.0,1.0,nointention,1,yes,no,,StronglyAgree,Agree,0.0,
171,2020,Q4,,venezuela,,stay,,,,1,yes,yes,,Disagree,Agree,0.0,
172,2020,Q4,,venezuela,,relocate,2.0,0.0,nointention,1,,,,StronglyAgree,StronglyAgree,1.0,
173,2020,Q4,,venezuela,,dontknow,1.0,0.0,yes,0,,,,StronglyAgree,Agree,0.0,
174,2020,Q4,,venezuela,,stay,5.0,1.0,nointention,1,yes,yes,,StronglyAgree,Agree,0.0,
175,2020,Q4,,venezuela,,stay,2.0,1.0,,1,yes,yes,,,StronglyAgree,1.0,
176,2020,Q4,,venezuela,,relocate,2.0,1.0,nointention,1,yes,yes,,StronglyAgree,Disagree,,
177,2020,Q4,,venezuela,,stay,4.0,1.0,yes,1,,,,Agree,Agree,1.0,
178,2020,Q4,,venezuela,,relocate,2.0,0.0,nointention,1,,,,Agree,Agree,1.0,
179,2020,Q4,,venezuela,,stay,3.0,0.0,nointention,1,,,,Agree,Agree,1.0,
180,2020,Q4,,venezuela,,stay,3.0,1.0,nointention,1,yes,yes,,Agree,Agree,0.0,
181,2020,Q4,,venezuela,,stay,3.0,2.0,nointention,1,yes,yes,,StronglyAgree,Agree,1.0,
182,2020,Q4,,venezuela,,stay,,,nointention,1,yes,no,,,Agree,1.0,
183,2020,Q4,,venezuela,,relocate,2.0,2.0,nointention,1,yes,no,,Agree,StronglyAgree,1.0,
184,2021,Q1Q2,Argentina,venezuela,,dontknow,4.0,0.0,no,1,,,0.0,,Agree,0.0,0.0
185,2021,Q1Q2,Argentina,venezuela,,stay,2.0,0.0,,1,,,0.0,,Agree,1.0,0.0
186,2021,Q1Q2,Argentina,venezuela,,stay,5.0,2.0,no,1,,,0.0,StronglyAgree,Disagree,0.0,0.0
187,2021,Q1Q2,Argentina,venezuela,,stay,,,no,1,yes,no,0.0,Agree,Agree,1.0,0.0
188,2021,Q1Q2,Argentina,venezuela,,relocate,2.0,0.0,no,0,,,0.0,,Agree,0.0,0.0
189,2021,Q1Q2,Argentina,venezuela,,relocate,2.0,1.0,no,1,yes,no,0.0,Agree,Agree,0.0,0.0
190,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,no,1,,,0.0,StronglyAgree,StronglyAgree,1.0,0.0
191,2021,Q1Q2,Argentina,venezuela,,stay,2.0,1.0,no,1,,,0.0,Agree,Agree,1.0,0.0
192,2021,Q1Q2,Argentina,venezuela,,stay,3.0,0.0,no,1,,,0.0,Agree,Agree,0.0,0.0
193,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,no,1,,,0.0,StronglyAgree,Disagree,0.0,0.0
194,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,no,1,,,0.0,Agree,Agree,0.0,0.0
195,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,,1,,,0.0,StronglyAgree,Agree,0.0,0.0
196,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,no,1,,,0.0,,Agree,0.0,0.0
197,2021,Q1Q2,Argentina,venezuela,,stay,2.0,2.0,no,1,yes,yes,0.0,StronglyAgree,StronglyAgree,0.0,0.0
198,2021,Q1Q2,Argentina,venezuela,,stay,,,no,1,,,0.0,Agree,Agree,1.0,0.0
199,2021,Q1Q2,Argentina,venezuela,,stay,3.0,0.0,no,1,,,0.0,StronglyAgree,Undecided,0.0,0.0
200,2021,Q1Q2,Argentina,venezuela,,stay,2.0,0.0,no,1,,,0.0,StronglyAgree,Agree,0.0,0.0
201,2021,Q1Q2,Argentina,venezuela,,stay,2.0,2.0,no,0,yes,yes,0.0,Agree,StronglyAgree,0.0,0.0
202,2021,Q1Q2,Argentina,venezuela,,stay,,,,1,yes,no,0.0,Disagree,Agree,1.0,0.0
203,2021,Q1Q2,Argentina,venezuela,,stay,4.0,3.0,no,1,yes,no,0.0,StronglyAgree,Agree,1.0,0.0
204,2021,Q1Q2,Argentina,venezuela,,stay,2.0,1.0,no,1,,,0.0,StronglyAgree,StronglyAgree,1.0,0.0
205,2021,Q1Q2,Argentina,venezuela,,stay,2.0,1.0,no,1,,,0.0,,Agree,1.0,0.0
206,2021,Q1Q2,Argentina,venezuela,,dontknow,2.0,1.0,,1,yes,yes,0.0,StronglyAgree,StronglyAgree,0.0,0.0
207,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,yes,1,,,0.0,,Agree,1.0,0.0
208,2021,Q1Q2,Argentina,venezuela,,stay,2.0,0.0,no,1,,,0.0,StronglyAgree,StronglyAgree,0.0,0.0
209,2021,Q1Q2,Argentina,venezuela,,stay,4.0,0.0,yes,1,,,0.0,Disagree,Agree,1.0,0.0
210,2021,Q1Q2,Argentina,venezuela,,stay,,,no,1,yes,yes,0.0,Agree,Agree,0.0,0.0
211,2021,Q1Q2,Argentina,venezuela,,stay,2.0,2.0,no,1,yes,yes,0.0,Agree,Agree,0.0,0.0
212,2021,Q1Q2,Argentina,venezuela,,stay,2.0,1.0,yes,1,,,0.0,,StronglyAgree,1.0,0.0
213,2021,Q1Q2,Argentina,venezuela,,stay,2.0,0.0,no,1,,,0.0,StronglyAgree,StronglyAgree,0.0,0.0
214,2021,Q1Q2,Argentina,venezuela,,relocate,,,yes,1,no,,0.0,,StronglyDisagree,0.0,0.0
215,2021,Q1Q2,Argentina,venezuela,,stay,2.0,0.0,no,1,,,0.0,StronglyAgree,Agree,0.0,0.0
216,2021,Q1Q2,Argentina,venezuela,,stay,2.0,0.0,no,1,,,0.0,StronglyAgree,Agree,0.0,0.0
217,2021,Q1Q2,Argentina,venezuela,,stay,2.0,1.0,no,1,yes,yes,0.0,StronglyAgree,StronglyAgree,0.0,0.0
218,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,yes,0,,,0.0,,Agree,0.0,0.0
219,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,no,1,,,0.0,StronglyAgree,StronglyAgree,1.0,0.0
220,2021,Q1Q2,Argentina,venezuela,,stay,,,no,1,yes,yes,0.0,Agree,StronglyAgree,0.0,0.0
221,2021,Q1Q2,Argentina,venezuela,,dontknow,3.0,1.0,,1,,,0.0,,,0.0,0.0
222,2021,Q1Q2,Argentina,venezuela,,stay,3.0,1.0,yes,1,,,0.0,Agree,Agree,1.0,0.0
223,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,no,1,,,0.0,Agree,Agree,0.0,0.0
224,2021,Q1Q2,Argentina,venezuela,,dontknow,3.0,2.0,no,1,yes,no,0.0,Disagree,Agree,1.0,0.0
225,2021,Q1Q2,Argentina,venezuela,,stay,,,no,1,yes,no,0.0,StronglyAgree,StronglyAgree,1.0,0.0
226,2021,Q1Q2,Argentina,venezuela,,stay,,,no,1,yes,yes,0.0,Agree,Agree,1.0,0.0
227,2021,Q1Q2,Argentina,venezuela,,stay,,,no,1,yes,no,0.0,Agree,StronglyDisagree,0.0,0.0
228,2021,Q1Q2,Argentina,venezuela,,stay,3.0,1.0,no,1,,,0.0,StronglyAgree,Agree,0.0,0.0
229,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,,1,,,0.0,StronglyAgree,StronglyAgree,0.0,0.0
230,2021,Q1Q2,Argentina,venezuela,,stay,2.0,1.0,no,1,,,0.0,,Agree,1.0,0.0
231,2021,Q1Q2,Argentina,venezuela,,stay,4.0,3.0,no,1,yes,yes,0.0,,StronglyAgree,1.0,0.0
232,2021,Q1Q2,Argentina,venezuela,,stay,1.0,1.0,no,1,yes,no,0.0,StronglyAgree,Agree,0.0,0.0
233,2021,Q1Q2,Argentina,venezuela,,relocate,2.0,1.0,yes,1,,,0.0,,StronglyAgree,1.0,0.0
234,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,yes,1,,,0.0,Agree,Agree,0.0,0.0
235,2021,Q1Q2,Argentina,venezuela,,dontknow,2.0,2.0,no,1,yes,no,0.0,Agree,Agree,1.0,0.0
236,2021,Q1Q2,Argentina,venezuela,,stay,1.0,1.0,no,1,,,0.0,StronglyDisagree,StronglyAgree,1.0,0.0
237,2021,Q1Q2,Argentina,venezuela,,stay,2.0,0.0,,1,,,0.0,,Agree,0.0,0.0
238,2021,Q1Q2,Argentina,venezuela,,stay,5.0,0.0,no,1,,,0.0,StronglyAgree,StronglyAgree,1.0,0.0
239,2021,Q1Q2,Argentina,venezuela,,stay,3.0,2.0,no,1,yes,yes,0.0,StronglyAgree,StronglyAgree,1.0,0.0
240,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,no,1,,,0.0,StronglyAgree,Agree,1.0,0.0
241,2021,Q1Q2,Argentina,venezuela,,stay,3.0,1.0,no,1,yes,yes,0.0,Agree,Agree,1.0,0.0
242,2021,Q1Q2,Argentina,venezuela,,stay,4.0,2.0,no,1,yes,no,0.0,Agree,Agree,1.0,0.0
243,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,no,1,,,0.0,,Agree,1.0,0.0
244,2021,Q1Q2,Argentina,venezuela,,stay,2.0,1.0,no,1,,,0.0,StronglyAgree,StronglyAgree,0.0,0.0
245,2021,Q1Q2,Argentina,venezuela,,stay,3.0,1.0,no,1,,,0.0,StronglyAgree,StronglyAgree,1.0,0.0
246,2021,Q1Q2,Argentina,venezuela,,stay,2.0,0.0,no,1,,,0.0,Agree,Agree,1.0,0.0
247,2021,Q1Q2,Argentina,venezuela,,stay,,,no,1,yes,no,0.0,Agree,StronglyAgree,1.0,0.0
248,2021,Q1Q2,Argentina,venezuela,,stay,3.0,1.0,no,1,yes,yes,0.0,StronglyAgree,StronglyAgree,1.0,0.0
249,2021,Q1Q2,Argentina,venezuela,,relocate,1.0,0.0,no,1,,,0.0,,Undecided,0.0,0.0
250,2021,Q1Q2,Argentina,venezuela,,stay,2.0,0.0,no,1,,,0.0,,StronglyAgree,0.0,0.0
251,2021,Q1Q2,Argentina,venezuela,,stay,,,no,1,,,0.0,StronglyAgree,Agree,0.0,0.0
252,2021,Q1Q2,Argentina,venezuela,,relocate,3.0,2.0,no,1,yes,yes,0.0,Agree,Agree,1.0,0.0
253,2021,Q1Q2,Argentina,venezuela,,stay,,,no,1,yes,yes,0.0,StronglyAgree,StronglyAgree,0.0,0.0
254,2021,Q1Q2,Argentina,venezuela,,stay,1.0,2.0,no,1,yes,yes,0.0,StronglyAgree,StronglyAgree,1.0,0.0
255,2021,Q1Q2,Argentina,venezuela,,stay,2.0,1.0,no,1,yes,no,0.0,Agree,Agree,0.0,0.0
256,2021,Q1Q2,Argentina,venezuela,,relocate,2.0,2.0,no,1,yes,yes,0.0,StronglyAgree,StronglyAgree,0.0,0.0
257,2021,Q1Q2,Argentina,venezuela,,relocate,1.0,0.0,no,1,,,0.0,StronglyAgree,Agree,0.0,0.0
258,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,no,1,,,0.0,StronglyAgree,Agree,1.0,0.0
259,2021,Q1Q2,Argentina,venezuela,,stay,,,yes,1,,,0.0,,Disagree,0.0,0.0
260,2021,Q1Q2,Argentina,venezuela,,stay,2.0,0.0,no,1,,,0.0,StronglyAgree,StronglyAgree,0.0,0.0
261,2021,Q1Q2,Argentina,venezuela,,relocate,1.0,0.0,no,1,,,0.0,StronglyAgree,StronglyAgree,1.0,0.0
262,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,no,1,,,0.0,,Disagree,0.0,0.0
263,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,no,1,,,0.0,StronglyAgree,StronglyAgree,1.0,0.0
264,2021,Q1Q2,Argentina,venezuela,,stay,,,yes,1,,,0.0,,Agree,1.0,0.0
265,2021,Q1Q2,Argentina,venezuela,,stay,3.0,1.0,no,1,yes,yes,0.0,StronglyAgree,Agree,1.0,0.0
266,2021,Q1Q2,Argentina,venezuela,,stay,2.0,0.0,,1,,,0.0,Agree,Agree,0.0,0.0
267,2021,Q1Q2,Argentina,venezuela,,relocate,2.0,1.0,yes,1,yes,yes,0.0,,Agree,0.0,0.0
268,2021,Q1Q2,Argentina,venezuela,,stay,2.0,0.0,no,1,,,0.0,StronglyAgree,StronglyAgree,0.0,0.0
269,2021,Q1Q2,Argentina,venezuela,,stay,2.0,1.0,no,1,yes,no,0.0,Agree,StronglyDisagree,0.0,0.0
270,2021,Q1Q2,Argentina,venezuela,,stay,1.0,3.0,no,1,yes,yes,0.0,,Agree,1.0,0.0
271,2021,Q1Q2,Argentina,venezuela,,stay,2.0,2.0,no,1,yes,yes,0.0,StronglyAgree,Disagree,0.0,0.0
272,2021,Q1Q2,Argentina,venezuela,,stay,3.0,2.0,,1,yes,Nainpersonclasses,0.0,StronglyAgree,Agree,1.0,0.0
273,2021,Q1Q2,Argentina,venezuela,,stay,3.0,1.0,no,1,yes,Nainpersonclasses,0.0,StronglyAgree,Undecided,0.0,0.0
274,2021,Q1Q2,Argentina,venezuela,,stay,4.0,0.0,yes,1,,,0.0,Disagree,StronglyAgree,0.0,0.0
275,2021,Q1Q2,Argentina,venezuela,,stay,2.0,0.0,,1,,,0.0,Agree,Agree,0.0,0.0
276,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,,1,,,0.0,,Agree,1.0,0.0
277,2021,Q1Q2,Argentina,venezuela,,dontknow,,,no,1,yes,no,0.0,StronglyAgree,Agree,0.0,0.0
278,2021,Q1Q2,Argentina,venezuela,,dontknow,2.0,1.0,yes,1,yes,no,0.0,StronglyAgree,Agree,0.0,0.0
279,2021,Q1Q2,Argentina,venezuela,,stay,3.0,0.0,no,1,,,0.0,Agree,StronglyAgree,1.0,0.0
280,2021,Q1Q2,Argentina,venezuela,,stay,3.0,0.0,no,0,,,0.0,Agree,StronglyAgree,0.0,0.0
281,2021,Q1Q2,Argentina,venezuela,,stay,4.0,0.0,no,1,,,0.0,StronglyAgree,StronglyAgree,0.0,0.0
282,2021,Q1Q2,Argentina,venezuela,,stay,,,no,1,yes,yes,0.0,StronglyAgree,Disagree,0.0,0.0
283,2021,Q1Q2,Argentina,venezuela,,stay,,,no,1,yes,yes,0.0,,StronglyAgree,0.0,0.0
284,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,no,1,,,0.0,Agree,Disagree,0.0,0.0
285,2021,Q1Q2,Argentina,venezuela,,relocate,3.0,0.0,no,1,,,0.0,StronglyAgree,StronglyAgree,0.0,0.0
286,2021,Q1Q2,Argentina,venezuela,,stay,1.0,3.0,no,1,yes,yes,0.0,StronglyAgree,StronglyAgree,1.0,0.0
287,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,yes,0,,,0.0,StronglyAgree,Agree,1.0,0.0
288,2021,Q1Q2,Argentina,venezuela,,relocate,3.0,2.0,no,1,yes,yes,0.0,StronglyAgree,Agree,1.0,0.0
289,2021,Q1Q2,Argentina,venezuela,,relocate,2.0,0.0,no,1,,,0.0,Agree,Agree,0.0,0.0
290,2021,Q1Q2,Argentina,venezuela,,stay,2.0,0.0,no,1,,,0.0,,Undecided,0.0,0.0
291,2021,Q1Q2,Argentina,venezuela,,stay,2.0,0.0,no,0,,,0.0,,StronglyDisagree,0.0,0.0
292,2021,Q1Q2,Argentina,venezuela,,stay,2.0,1.0,no,1,,,0.0,Agree,Agree,1.0,0.0
293,2021,Q1Q2,Argentina,venezuela,,stay,4.0,0.0,no,1,,,0.0,,Agree,1.0,0.0
294,2021,Q1Q2,Argentina,venezuela,,stay,2.0,2.0,no,1,yes,yes,0.0,,Disagree,0.0,0.0
295,2021,Q1Q2,Argentina,venezuela,,stay,1.0,1.0,no,1,yes,no,0.0,Agree,Agree,1.0,0.0
296,2021,Q1Q2,Argentina,venezuela,,dontknow,1.0,0.0,yes,1,,,0.0,Undecided,Agree,0.0,0.0
297,2021,Q1Q2,Argentina,venezuela,,stay,2.0,0.0,no,1,,,0.0,,StronglyAgree,1.0,0.0
298,2021,Q1Q2,Argentina,venezuela,,stay,,,no,1,yes,yes,0.0,Agree,Agree,0.0,0.0
299,2021,Q1Q2,Argentina,venezuela,,stay,3.0,1.0,no,1,yes,yes,0.0,Agree,StronglyAgree,1.0,0.0
300,2021,Q1Q2,Argentina,venezuela,,stay,2.0,1.0,no,1,,,0.0,StronglyAgree,Agree,0.0,0.0
301,2021,Q1Q2,Argentina,venezuela,,stay,2.0,1.0,no,1,yes,no,0.0,StronglyAgree,Agree,0.0,0.0
302,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,no,1,,,0.0,StronglyAgree,Agree,0.0,0.0
303,2021,Q1Q2,Argentina,venezuela,,stay,1.0,0.0,no,1,,,0.0,,StronglyDisagree,0.0,0.0
